,number_subjects,hours_per_week_schedule,rate,bio_count,num_popular_subjects,number_degrees,desc_count,welcoming_kw,passion_kw,experience_kw,hours_per_week_estimate,Label
1690,12,78,40,255,8,1,9,1,0,1,1.406862745098039,Low
1691,27,119,150,137,18,3,10,0,1,0,0.5781818181818182,Low
1692,6,58,32,185,1,3,7,0,0,0,3.5665399239543727,High
1693,12,68,95,323,5,3,8,1,1,1,1.8916876574307304,Low
1694,22,20,40,85,13,1,5,0,0,0,0.6481481481481481,Low
1695,19,49,40,253,5,1,11,0,0,0,0.9781287970838396,Low
1697,9,35,50,148,4,2,4,1,1,0,1.4,Low
1698,11,98,30,303,9,1,10,1,0,0,12.638888888888891,High
1699,14,58,65,315,9,1,5,1,0,0,2.4778761061946897,High
1700,41,30,60,200,0,2,8,0,1,0,4.047430830039525,High
1702,7,168,30,314,5,1,2,1,0,0,1.9185185185185183,Low
1703,8,98,30,288,7,1,7,1,0,1,0.6,Low
1704,8,56,40,88,8,2,4,0,0,0,0.5393198724760893,Low
1706,10,59,40,340,8,0,10,0,0,0,1.220285261489699,Low
1707,7,62,30,242,3,2,10,0,1,1,2.5609756097560976,High
1709,13,119,60,104,7,1,9,0,1,0,4.711457708458308,High
1711,46,105,40,78,21,1,9,1,1,1,1.7549088359046283,Low
1712,14,168,30,341,11,1,6,1,1,1,0.602097902097902,Low
1714,12,18,80,324,12,2,4,1,0,1,0.8600148920327625,Low
1715,10,73,95,232,6,3,9,1,1,0,2.3793783917118896,High
1716,10,58,25,284,5,1,8,1,1,0,2.455138662316476,High
1720,28,74,45,205,16,3,5,1,1,0,1.9375650364203956,Low
1721,18,91,120,312,1,1,8,0,1,1,1.144425187752744,Low
1722,30,32,75,340,4,1,9,0,0,0,1.2569060773480665,Low
1725,3,58,55,241,1,3,11,0,0,1,7.0294272201786665,High
1727,14,48,50,203,5,2,10,0,0,0,0.6106161841128434,Low
1728,49,119,45,248,13,2,10,1,1,0,4.761627906976744,High
1729,22,54,78,316,8,1,6,0,0,0,2.078602620087336,High
1730,9,126,45,190,4,1,4,1,1,1,1.8328298086606245,Low
1732,11,70,50,195,6,2,12,0,0,0,0.5559566787003609,Low
1733,14,38,70,215,3,1,8,0,0,0,1.1388888888888888,Low
1735,13,60,35,315,6,2,7,1,0,0,37.8,High
1736,10,161,60,305,0,1,6,0,0,0,0.8553054662379421,Low
1737,18,40,65,156,8,2,7,0,0,0,1.5955882352941175,Low
1738,8,38,25,171,2,2,5,0,0,0,0.9985233313644416,Low
1740,41,104,45,273,19,3,9,0,0,1,10.216216216216218,High
1741,12,24,45,228,9,2,6,1,1,0,0.9678456591639872,Low
1742,4,98,25,245,3,1,5,0,0,1,3.1048387096774195,High
1743,14,51,50,192,0,3,7,0,0,0,3.6900175131348503,High
1745,5,154,30,266,3,3,6,0,0,0,2.8868613138686134,High
1746,13,99,80,226,2,1,6,0,0,1,0.9326718639262932,Low
1747,7,85,50,221,1,2,10,0,0,1,1.4687846324344291,Low
1749,18,86,40,314,8,3,4,0,0,0,3.1275385865150285,High
1751,27,60,36,151,23,3,8,0,0,0,11.900747065101385,High
1754,6,40,40,292,5,1,9,1,0,0,11.358490566037734,High
1755,13,76,47,277,1,1,9,0,0,1,2.9017094017094016,High
1756,9,21,45,272,7,2,10,1,0,0,2.7494845360824742,High
1757,18,6,25,114,12,2,8,1,1,1,0.6287586738627602,Low
1758,31,65,25,242,20,1,8,0,0,1,4.048607318405243,High
1760,16,81,180,343,7,1,11,0,1,1,0.5642113382182801,Low
1761,41,105,75,300,6,3,8,0,0,1,3.622862286228623,High
1762,4,26,40,234,0,2,4,0,0,0,0.943868212324588,Low
1763,18,63,40,281,10,1,4,1,1,1,0.6647058823529411,Low
1764,10,78,40,227,1,1,7,0,0,0,10.674556213017752,High
1765,7,20,35,193,4,2,6,1,0,0,0.7676767676767676,Low
1766,5,66,30,78,2,1,6,0,0,0,0.5446224256292906,Low
1767,19,60,50,223,13,3,10,1,1,1,1.1169709263015548,Low
1768,6,45,30,249,5,2,8,1,1,0,8.615384615384617,High
1770,10,28,20,213,1,1,6,1,1,0,1.8651804670912948,Low
1771,18,49,25,326,8,1,6,1,0,0,4.735294117647058,High
1772,8,55,35,235,2,0,9,1,0,0,6.5227272727272725,High
1774,11,56,65,194,0,1,10,1,0,0,4.236465781409602,High
1775,33,17,80,309,0,3,8,0,0,1,21.95428802588997,High
1777,5,66,30,78,2,1,6,0,0,0,0.5446224256292906,Low
1778,16,50,40,335,12,2,12,1,0,1,0.6116504854368933,Low
1779,11,98,60,100,5,2,8,0,0,0,4.076566125290023,High
1780,21,49,65,328,0,3,6,0,0,0,3.867493219682293,High
1781,31,76,55,369,2,1,7,1,1,1,2.233653007846556,High
1782,8,84,30,94,3,1,4,0,0,1,0.8267959453503746,Low
1783,17,70,35,207,1,2,10,1,1,1,2.8823529411764706,High
1784,16,36,50,112,10,3,11,0,0,0,0.9758620689655172,Low
1786,19,70,85,142,13,2,5,1,1,1,0.7059238363892807,Low
1787,15,168,50,341,10,3,11,1,0,0,5.2696629213483135,High
1788,13,64,35,349,3,1,4,0,0,0,0.6102564102564102,Low
1791,14,20,55,323,11,2,11,0,0,0,18.633358377160032,High
1792,23,112,75,119,15,1,8,1,0,1,14.760078023407022,High
1793,9,60,30,321,8,1,7,1,0,1,6.575757575757576,High
1794,12,105,40,218,6,1,5,0,0,0,4.369127516778524,High
1795,14,144,45,355,2,2,12,1,1,0,2.274464831804281,High
1796,13,52,45,61,11,3,7,0,0,1,1.892857142857143,Low
1799,15,94,23,165,4,0,4,1,0,0,1.09375,Low
1801,5,65,45,196,1,2,9,1,1,0,2.8470948012232413,High
1802,40,168,70,156,24,2,8,1,1,1,0.679580674567001,Low
1804,13,57,85,327,3,1,9,0,0,1,5.178621659634318,High
1805,7,168,30,314,5,1,2,1,0,0,1.9185185185185183,Low
1806,33,70,95,328,21,1,7,0,0,0,5.269315673289183,High
1809,32,95,36,363,17,3,10,1,1,1,10.353018372703412,High
1810,16,39,60,195,15,2,4,0,0,0,1.2325671990650564,Low
1811,11,67,30,136,0,2,3,0,0,1,0.6669452569995821,Low
1812,7,60,60,336,0,1,8,1,0,1,1.9728997289972896,Low
1813,64,106,50,212,0,2,8,0,0,1,20.588131313131317,High
1814,11,51,35,76,1,2,7,0,0,0,5.4577501296008295,High
1815,7,60,45,114,0,3,5,1,1,0,5.685567010309278,High
1816,7,101,40,213,5,1,4,1,0,0,0.5745393634840872,Low
1817,30,72,100,132,22,1,14,0,0,1,12.641867250182347,High
1818,7,43,60,325,4,1,9,0,0,0,1.2634766807995157,Low
1820,6,28,50,303,6,2,9,0,1,1,2.032398753894081,High
1821,7,23,40,351,2,2,3,1,0,1,0.9517241379310344,Low
1822,17,15,25,115,9,2,8,0,0,0,0.5470085470085471,Low
1823,14,168,65,175,5,2,8,0,0,0,6.185891325071497,High
1826,7,76,55,320,5,1,9,0,0,0,1.28,Low
1827,16,30,25,186,3,2,9,0,0,0,2.4914122137404577,High
1829,44,79,30,93,22,1,5,0,0,0,2.3777354900095147,High
1831,21,57,35,363,8,1,5,0,0,1,2.573341448569689,High
1834,20,84,50,215,13,1,4,0,0,0,6.569852941176472,High
1835,11,84,50,326,11,1,11,0,0,1,0.8580645161290322,Low
1836,33,70,45,108,12,3,6,0,0,0,3.2340140609307,High
1838,33,68,25,328,20,2,9,0,0,0,19.444444444444443,High
1839,34,65,40,197,8,1,5,1,1,0,2.575688073394496,High
1840,14,82,150,175,8,2,10,1,1,1,0.5349740932642486,Low
1841,29,90,100,372,17,0,10,0,0,0,3.6046613896218123,High
1842,33,20,275,141,21,2,5,0,0,1,3.9455159112825458,High
1843,33,120,48,340,5,1,5,0,0,1,16.186391603329717,High
1844,11,84,30,253,11,1,5,1,0,1,0.7231968810916178,Low
1845,10,52,60,160,1,1,5,1,0,1,2.8886986301369864,High
1846,8,91,55,200,1,2,4,0,0,0,5.799055613850997,High
1849,16,52,40,171,7,3,9,1,0,0,1.904,Low
1850,8,91,35,289,7,3,9,1,0,0,4.62,High
1851,9,86,80,359,6,3,4,0,0,0,8.210810810810809,High
1852,8,65,60,216,6,1,5,0,1,0,3.457126948775056,High
1854,16,68,38,236,4,1,5,0,0,0,1.5933092817317154,Low
1855,21,88,60,107,0,2,9,1,1,0,3.6050739957716695,High
1857,7,70,40,357,2,1,6,1,0,0,2.5277777777777777,High
1858,9,70,60,143,5,3,12,1,1,0,4.801652892561983,High
1859,20,60,40,312,0,2,10,1,1,0,6.166381766381766,High
1862,17,64,35,146,10,2,8,1,1,0,2.960199004975125,High
1863,10,12,55,179,9,2,9,0,0,0,2.621609987085665,High
1864,5,27,35,260,4,1,6,1,0,1,0.546875,Low
1866,10,112,36,218,9,2,12,0,0,1,7.6135957066189635,High
1867,31,10,40,269,5,3,9,1,1,0,10.828551186680837,High
1868,24,105,36,287,13,3,5,1,1,0,0.7903225806451613,Low
1870,11,43,40,324,4,1,9,0,0,0,2.496376811594203,High
1871,8,84,80,284,0,2,6,0,0,0,6.311698406529343,High
1873,12,80,50,144,3,1,5,1,0,0,0.5675675675675675,Low
1874,32,71,55,213,3,2,9,0,0,1,2.3029839326702373,High
1876,16,59,35,277,11,1,8,1,1,1,2.655172413793103,High
1877,14,67,31,62,6,2,3,0,0,0,2.6450939457202503,High
1879,14,32,55,199,3,2,10,0,1,0,3.7707969749854566,High
1881,36,61,35,364,25,1,6,0,0,1,1.5006983240223464,Low
1882,11,66,45,312,2,3,8,1,1,1,2.8828451882845187,High
1883,20,84,35,316,11,3,5,1,1,0,0.6347607052896725,Low
1884,16,33,40,331,0,3,6,0,0,1,2.203497615262321,High
1885,10,126,10,259,8,1,5,0,0,0,16.98876404494382,High
1888,29,91,30,368,6,2,9,0,0,0,5.759493670886076,High
1889,18,98,40,134,4,3,7,1,0,0,1.4429824561403508,Low
1890,7,18,25,98,3,2,7,1,0,0,0.9766193944039862,Low
1891,6,105,49,135,4,1,8,1,0,0,6.895966029723993,High
1892,52,60,60,365,32,2,8,1,0,0,2.5825242718446604,High
1894,26,105,35,220,19,2,3,0,0,0,1.982905982905983,Low
1895,24,9,68,128,21,2,5,0,0,0,8.868065967016491,High
1896,20,26,42,207,8,1,9,1,1,1,2.5375330064126747,High
1897,2,56,10,88,2,3,7,0,0,0,3.5,High
1901,12,15,45,145,5,1,12,1,0,0,4.83631076028251,High
1902,16,60,45,109,1,2,9,0,0,0,0.5894122551062944,Low
1903,5,35,35,348,5,1,5,0,0,0,0.7000000000000001,Low
1904,35,99,50,131,15,1,14,1,0,0,10.024691358024693,High
1906,9,64,40,347,2,1,6,0,1,0,1.2517193947730398,Low
1907,13,6,55,108,0,3,6,0,0,0,7.107977082415161,High
1909,36,69,35,237,24,2,7,1,0,0,5.181479179614668,High
1911,16,70,60,168,1,2,3,1,0,0,2.571428571428572,High
1912,22,44,40,130,14,2,8,1,0,0,1.660377358490566,Low
1913,6,45,30,249,5,2,8,1,1,0,8.615384615384617,High
1915,15,49,60,264,1,3,9,1,0,0,8.592948717948719,High
1916,21,25,150,283,14,2,9,0,0,0,8.08754623921085,High
1919,26,168,60,176,22,3,8,0,0,0,1.528117359413203,Low
1921,20,67,55,328,6,2,9,1,0,1,2.038071065989848,High
1922,17,39,45,259,7,2,4,1,0,0,1.878048780487805,Low
1923,33,86,65,164,8,3,7,0,0,0,0.6516129032258065,Low
1924,9,50,85,214,2,3,8,1,1,0,2.248076923076923,High
1925,20,16,50,294,10,2,9,1,0,1,0.7199367088607596,Low
1926,20,47,80,336,13,1,10,0,0,0,2.7273652085452698,High
1927,15,18,35,265,6,1,5,1,0,0,1.6923076923076923,Low
1928,12,62,60,244,8,1,14,0,1,0,2.3564356435643568,High
1930,33,35,70,342,21,3,7,0,0,0,1.6707920792079207,Low
1931,7,18,35,207,0,3,4,0,1,1,0.5152963671128107,Low
1932,28,25,55,299,5,3,8,0,0,0,1.4560211400528502,Low
1933,19,105,45,252,15,1,6,1,0,0,0.8803680981595092,Low
1934,10,80,40,321,0,2,7,0,0,0,2.0279835390946497,High
1936,16,34,45,215,7,2,6,0,0,1,0.5078958600085359,Low
1937,17,74,65,283,5,1,5,0,0,0,3.2195121951219514,High
1944,14,29,35,123,0,3,8,1,1,0,0.6853851691864651,Low
1945,21,34,35,138,12,2,9,0,0,0,3.4720992028343667,High
1947,19,0,65,107,2,1,8,1,0,0,1.8107375271149675,Low
1949,18,77,75,335,0,3,8,1,0,0,0.8213709677419355,Low
1951,13,79,55,225,2,2,9,0,1,0,1.7813121272365804,Low
1953,5,54,45,153,1,3,6,1,1,0,0.6590330788804071,Low
1955,14,45,30,133,8,2,9,1,1,0,1.8042572882924568,Low
1956,14,43,60,256,12,3,10,1,0,0,1.2395391146149182,Low
1957,27,68,40,336,0,3,8,0,1,0,3.628975265017668,High
1958,9,69,45,332,5,3,8,1,0,1,0.7488584474885844,Low
1959,13,105,35,277,2,1,6,1,1,0,12.352941176470587,High
1960,4,42,50,351,1,1,9,0,0,0,5.398104265402844,High
1961,13,67,50,205,7,2,8,1,1,1,2.19168071950534,High
1962,23,108,50,111,15,2,11,0,0,0,0.6648745519713262,Low
1963,6,63,34,364,3,1,12,0,0,1,1.4189189189189189,Low
1964,6,53,45,342,5,1,5,1,1,1,0.9074074074074072,Low
1967,16,8,65,140,7,2,10,1,1,0,2.4883449883449886,High
1968,23,43,60,202,18,3,4,1,1,1,1.9162995594713652,Low
1969,33,73,40,141,4,2,8,0,0,0,0.7127592708988058,Low
1971,13,72,30,215,11,1,8,0,0,0,2.078125,High
1973,18,33,43,224,3,2,6,0,1,0,1.8572278405710887,Low
1974,15,112,120,198,7,3,10,1,0,0,6.53125,High
1976,22,36,50,175,5,2,7,0,0,1,2.515708812260536,High
1977,19,32,150,223,12,3,6,0,1,0,0.773071104387292,Low
1978,23,24,60,134,16,1,8,0,0,0,3.0824628916987358,High
1979,16,13,40,238,12,2,5,0,1,0,0.5389221556886228,Low
1982,11,48,60,122,5,3,8,0,0,0,4.2777777777777795,High
1984,5,53,40,263,1,2,4,0,0,0,1.0102171136653897,Low
1985,9,34,90,332,5,1,4,1,1,1,0.5388719512195121,Low
1986,6,51,40,335,2,2,5,1,1,0,1.0385756676557862,Low
1988,12,63,40,219,0,3,9,0,1,0,7.975409836065574,High
1989,4,64,150,343,0,1,12,0,0,0,7.868031854379977,High
1990,19,46,35,340,7,1,9,0,0,0,1.5145631067961165,Low
1991,13,48,50,277,3,1,8,0,0,0,0.6291848617176128,Low
1993,14,37,55,182,0,3,4,0,0,0,1.8742065781881128,Low
1994,36,6,40,126,21,3,5,0,0,0,2.2558239861949962,High
1995,11,60,50,157,1,1,3,1,1,0,9.91023622047244,High
1996,5,49,39,307,0,2,5,0,0,0,0.8211276733635775,Low
1997,23,45,70,173,14,2,9,0,0,0,1.6025402726146218,Low
1998,18,75,65,203,3,2,8,0,0,0,17.455400485436893,High
2000,13,61,40,147,11,2,8,1,1,0,0.6829268292682927,Low
2001,19,40,50,223,0,3,4,1,0,0,1.9546247818499127,Low
2003,15,78,40,295,9,2,6,1,0,0,1.9027181688125892,Low
2004,6,98,20,136,0,1,12,0,0,0,0.5833333333333333,Low
2007,14,70,40,148,4,3,11,0,0,0,0.8385726423109601,Low
2009,18,84,30,307,2,2,5,0,0,0,0.567885666246322,Low
2011,29,28,30,168,14,2,8,1,0,0,1.9430937750467543,Low
2012,4,48,50,238,0,1,6,1,0,1,2.057692307692308,High
2013,9,62,25,325,1,1,6,1,0,0,4.981942714819427,High
2014,16,60,30,335,10,3,2,0,0,0,9.979365568216815,High
2015,20,66,35,364,4,1,10,0,1,0,3.6944444444444446,High
2017,9,58,35,243,1,3,10,0,0,0,1.897368421052632,Low
2019,8,84,45,126,8,2,6,0,0,0,7.1211993243243255,High
2020,26,36,50,323,17,2,8,0,0,1,0.5943396226415094,Low
2021,12,49,60,207,0,3,5,0,1,0,0.5675675675675675,Low
2022,15,104,25,78,9,3,6,0,0,0,1.4397163120567376,Low
2023,14,40,30,114,6,1,9,0,0,0,66.5,High
2026,6,72,55,314,4,1,4,0,0,0,2.9447483588621437,High
2028,5,16,50,313,5,1,5,1,1,1,0.7464601769911504,Low
2029,3,58,55,241,1,3,11,0,0,1,7.0294272201786665,High
2030,26,51,40,218,16,2,5,1,1,0,1.3215046132008517,Low
2032,8,29,75,377,5,1,7,0,0,0,1.3744292237442919,Low
2033,12,91,50,301,0,2,10,1,1,0,5.9412365866121615,High
2034,27,112,49,328,19,1,12,0,0,0,6.1317829457364335,High
2038,12,78,45,98,9,1,6,1,0,0,2.5846153846153848,High
2040,30,30,45,171,6,2,9,1,0,0,0.9774774774774774,Low
2042,14,32,80,359,1,2,5,0,0,1,2.9160873882820257,High
2044,11,78,44,231,1,2,6,1,1,1,5.358620689655171,High
2045,16,19,45,100,11,2,4,0,0,0,0.9585062240663902,Low
2047,29,100,48,202,13,2,8,0,0,0,7.335275080906149,High
2048,13,82,20,145,0,2,10,0,1,0,10.261033572236892,High
2049,9,62,55,301,6,1,10,0,1,0,9.123430962343095,High
2051,13,26,175,100,0,2,8,0,1,0,5.005119453924914,High
2052,18,51,70,130,6,2,6,0,0,0,1.126297577854671,Low
2054,13,35,35,232,7,0,9,0,1,0,0.8550039401103231,Low
2056,8,56,22,335,1,2,7,1,0,0,2.3286573146292584,High
2057,12,73,180,164,10,1,9,0,0,0,1.121606118546845,Low
2058,15,38,20,312,12,1,7,1,0,0,2.333333333333333,High
2060,8,57,30,174,1,1,8,0,0,0,16.666666666666668,High
2062,16,91,48,307,11,2,7,1,0,1,5.0,High
2063,10,84,50,239,2,2,10,1,1,0,2.9509803921568634,High
2064,6,86,55,174,5,2,4,0,0,0,2.0543478260869565,High
2065,17,120,55,297,2,1,8,0,1,1,8.564705882352943,High
2066,33,4,50,202,18,3,8,0,1,0,1.755968992248062,Low
2067,6,100,35,203,3,2,10,0,0,1,8.555555555555559,High
2068,31,31,48,361,14,2,4,0,0,0,0.500835840855901,Low
2070,32,56,50,176,8,3,4,0,0,0,7.3338494890058845,High
2071,15,3,40,241,7,2,6,1,1,0,1.5023201856148491,Low
2072,10,89,25,91,4,3,6,0,0,0,0.6052332195676906,Low
2073,13,90,25,209,7,2,7,0,0,0,5.25,High
2074,29,28,30,168,14,2,8,1,0,0,1.9430937750467543,Low
2076,16,52,40,171,7,3,9,1,0,0,1.904,Low
2077,29,51,65,208,13,2,7,0,1,1,6.588235294117648,High
2078,1,72,35,350,0,1,6,1,0,1,8.105263157894736,High
2079,24,32,90,244,11,1,5,1,0,0,6.4801627670396735,High
2080,18,33,100,192,7,2,6,0,0,0,2.238289205702648,High
2081,7,56,35,186,1,3,9,0,0,0,2.1,High
2082,17,90,40,70,16,1,6,0,0,0,1.3811827956989249,Low
2083,15,69,45,206,14,2,11,1,1,0,1.395443449959317,Low
2084,34,48,35,337,16,2,7,1,1,0,0.5252525252525253,Low
2085,11,70,25,256,5,3,5,0,1,0,0.8675213675213675,Low
2086,11,9,25,93,6,2,6,0,0,0,19.47826086956522,High
2087,3,24,75,240,0,2,9,0,0,0,1.1387559808612442,Low
2088,23,91,55,340,2,3,8,0,1,0,8.372050816696914,High
2089,37,65,30,133,23,3,6,0,0,0,3.0007858546168964,High
2090,12,52,24,156,6,2,8,0,0,0,1.650943396226415,Low
2091,5,36,35,330,0,1,9,0,0,1,2.1139767054908485,High
2094,19,60,50,223,13,3,10,1,1,1,1.1169709263015548,Low
2095,19,98,95,311,8,3,10,0,0,0,6.35157894736842,High
2097,18,51,45,366,5,1,4,0,0,0,14.323529411764705,High
2098,11,27,30,141,0,1,8,0,0,0,0.5925093632958802,Low
2100,13,39,55,139,8,1,4,0,0,0,1.9887530562347189,Low
2101,4,20,50,309,2,3,9,1,0,1,1.4714285714285713,Low
2102,12,70,110,124,7,3,6,0,1,0,16.66264150943396,High
2103,17,98,75,324,11,2,11,0,1,0,1.329345794392523,Low
2105,10,34,26,209,9,2,7,0,0,0,0.8831775700934579,Low
2108,30,98,19,314,0,2,13,0,0,0,17.664429530201346,High
2109,21,41,50,141,14,2,9,0,1,0,1.2536106296938183,Low
2111,14,13,25,149,13,2,4,1,0,1,0.6538461538461539,Low
2112,11,8,55,322,1,3,11,1,1,1,2.7700534759358293,High
2114,9,84,25,252,7,0,7,0,0,1,2.333333333333333,High
2116,35,76,60,97,26,3,9,0,1,0,36.12000000000001,High
2119,13,119,35,202,10,1,5,1,1,0,10.5,High
2120,9,70,60,143,5,3,12,1,1,0,4.801652892561983,High
2122,35,77,60,312,10,2,9,1,1,0,2.8077596266044345,High
2123,8,54,50,261,3,1,13,1,0,0,0.8676056338028169,Low
2124,8,52,65,208,2,2,13,0,0,0,1.9493670886075949,Low
2126,15,84,60,349,0,2,10,0,0,1,3.907232704402516,High
2127,20,83,80,202,3,2,7,0,0,1,3.1187692307692307,High
2128,25,35,40,317,1,1,7,0,0,0,1.403899721448468,Low
2129,58,89,85,318,13,1,6,0,0,0,2.4663897280966767,High
2131,38,52,75,289,9,3,5,0,1,0,5.493273542600896,High
2132,24,12,25,145,15,2,7,0,0,0,0.7981308411214952,Low
2133,11,84,48,178,1,3,10,1,1,0,4.6072439162422185,High
2135,48,61,30,366,8,3,5,0,0,0,6.8281437125748505,High
2136,9,168,35,181,4,1,10,0,1,0,2.237113402061856,High
2137,19,91,50,169,7,2,7,1,0,1,7.097222222222222,High
2138,5,22,40,291,3,2,10,0,0,0,2.1696070569366483,High
2139,19,63,36,346,2,3,5,0,0,1,5.0366915422885565,High
2140,4,34,40,130,3,3,3,1,0,1,1.5689655172413794,Low
2142,5,62,60,86,2,2,5,0,0,0,9.743243243243244,High
2143,18,91,80,187,7,2,5,0,0,0,1.0165654334621756,Low
2144,7,85,50,221,1,2,10,0,0,1,1.4687846324344291,Low
2145,26,105,120,313,19,1,6,0,0,0,2.068253255500674,High
2146,12,86,40,360,10,1,8,0,0,0,8.555555555555559,High
2148,15,8,85,173,10,2,4,1,0,0,1.6365694876875176,Low
2150,2,53,59,191,0,3,3,0,1,0,3.027027027027027,High
2153,13,48,40,227,7,3,5,1,0,0,3.8456014362657087,High
2154,9,19,40,169,5,2,11,0,0,0,0.8518284993694828,Low
2157,26,73,35,245,14,3,9,1,0,0,7.614035087719299,High
2159,4,74,60,355,0,2,8,0,1,0,0.7437218287186091,Low
2160,14,12,25,287,3,3,5,0,0,0,0.8804399808703969,Low
2161,13,70,35,211,2,3,5,0,0,0,1.5095541401273884,Low
2163,26,40,50,306,18,1,11,1,0,0,0.8372208436724565,Low
2166,9,34,35,161,2,2,7,0,1,0,0.9271523178807948,Low
2169,12,54,40,197,3,1,7,0,0,0,1.6470588235294117,Low
2170,20,24,125,177,10,3,9,0,0,1,2.4376379690949226,High
2171,6,59,32,182,2,2,7,1,0,0,1.5822833142420771,Low
2173,12,30,40,82,9,2,3,0,0,0,1.09375,Low
2174,17,83,35,294,8,1,12,0,1,0,0.5454545454545454,Low
2175,7,77,44,358,2,2,7,0,0,0,2.4143920595533497,High
2176,14,78,65,162,11,1,6,0,1,0,1.7475862068965515,Low
2177,3,67,25,266,0,2,7,0,0,0,0.5477178423236515,Low
2178,12,70,45,332,7,3,5,1,0,0,10.379310344827587,High
2180,11,72,80,312,3,3,6,0,0,0,6.604960460100648,High
2181,64,106,50,212,0,2,8,0,0,1,20.589898989898987,High
2184,19,56,70,279,2,3,7,0,0,1,0.6236501079913607,Low
2185,6,91,38,175,2,1,8,1,1,0,7.6202531645569636,High
2186,12,81,50,147,10,2,9,1,0,0,2.9513223457263322,High
2192,16,44,70,367,12,1,11,1,0,1,6.6051108968177425,High
2193,8,29,43,356,0,3,10,0,1,1,2.328358208955224,High
2195,8,70,27,171,4,2,11,1,0,1,3.5,High
2196,18,64,35,297,7,3,9,1,0,0,13.140813253012047,High
2197,18,64,35,297,7,3,9,1,0,0,13.140813253012047,High
2198,17,42,40,108,3,3,4,0,0,0,2.3596549435965497,High
2199,21,40,60,158,14,2,8,0,0,0,0.6851637764932562,Low
2201,15,27,125,258,1,2,7,1,0,0,3.63220675944334,High
2203,41,47,100,256,15,3,6,0,0,0,4.196341918626353,High
2204,36,78,150,365,15,1,8,0,1,0,1.457317073170732,Low
2205,32,46,90,276,27,1,8,0,0,0,1.9178553861288736,Low
2206,14,58,30,204,2,2,12,0,0,0,0.9630872483221476,Low
2207,13,105,39,311,7,0,4,1,0,0,5.493670886075949,High
2208,28,70,50,276,0,2,8,0,0,1,0.7932692307692307,Low
2209,5,41,30,273,3,1,3,0,0,0,1.7587813620071686,Low
2210,9,50,49,178,7,2,9,0,1,0,1.3125,Low
2212,16,97,40,106,4,2,3,0,0,0,0.7915821501014199,Low
2213,16,41,50,120,1,2,7,0,0,0,5.32262721039336,High
2214,6,54,40,183,5,2,8,0,0,0,0.8727885425442291,Low
2215,21,11,60,335,15,1,6,0,1,0,7.954037663581232,High
2218,15,69,50,107,6,3,9,0,0,0,1.1844783715012723,Low
2220,6,79,37,368,0,2,6,0,0,0,15.151280062063615,High
2221,10,48,50,231,2,1,6,0,0,0,0.7403846153846154,Low
2222,10,65,36,344,4,2,9,1,1,0,1.3216783216783217,Low
2223,6,98,40,158,3,1,5,1,1,1,8.382091212458288,High
2224,32,112,48,219,16,1,11,0,0,0,7.171581769436997,High
2227,4,21,50,92,3,1,5,0,0,1,1.395104895104895,Low
2228,18,94,60,290,14,3,6,0,0,0,1.3173751547668178,Low
2229,35,112,50,355,20,3,12,0,0,0,3.8497085761865115,High
2230,18,85,125,139,2,3,11,0,0,0,1.1284544524053224,Low
2231,3,21,100,221,2,2,2,1,1,0,1.2128712871287128,Low
2232,9,84,20,395,5,1,2,0,0,0,0.7999269806498722,Low
2234,14,56,22,154,10,1,6,0,0,1,7.179487179487178,High
2235,10,62,40,348,0,2,3,1,0,0,1.3599663582842725,Low
2236,53,168,45,293,12,1,8,1,1,0,5.459239130434782,High
2237,11,4,50,106,8,2,7,0,0,0,0.8787878787878788,Low
2238,17,77,60,325,12,3,7,1,1,0,5.3375,High
2239,17,98,40,343,6,1,7,0,0,0,8.335076708507671,High
2240,12,34,45,242,2,2,12,1,1,0,0.6692307692307692,Low
2241,9,6,50,281,9,3,6,1,1,0,0.5321637426900585,Low
2243,17,80,75,211,5,1,8,0,0,0,1.9880418535127056,Low
2244,23,168,76,329,10,1,7,0,0,0,14.308303249097474,High
2246,9,29,30,362,6,1,7,0,0,0,0.5328719723183389,Low
2249,8,112,50,377,5,1,11,0,0,0,1.875,Low
2252,3,79,25,214,1,1,5,1,1,0,1.7311827956989247,Low
2253,13,61,160,344,8,1,9,1,1,0,14.425233644859814,High
2254,9,63,20,373,0,1,4,0,0,0,13.125,High
2255,19,57,50,329,12,2,4,0,0,1,1.4768247202983484,Low
2257,41,57,60,358,23,1,6,0,0,1,3.5323600973236013,High
2258,11,66,40,352,7,3,5,0,0,0,2.484602917341977,High
2259,16,70,60,168,1,2,3,1,0,0,2.571428571428572,High
2260,23,52,65,256,12,2,7,0,0,0,2.290650406504065,High
2261,9,51,50,200,7,3,8,1,0,1,1.1382608695652174,Low
2262,6,30,35,193,4,1,5,0,0,0,2.1766975308641974,High
2263,33,93,120,299,4,3,5,1,1,1,0.6191579760525299,Low
2264,20,27,75,368,13,3,10,0,0,0,3.0558683412732788,High
2265,38,41,80,333,20,1,13,1,1,1,0.6086956521739131,Low
2266,32,62,40,342,17,1,8,0,0,0,4.767749699157641,High
2267,6,70,35,264,0,2,5,1,1,0,7.78269324258629,High
2268,16,45,96,115,10,3,5,0,0,0,3.672246401071309,High
2269,21,105,39,145,12,2,9,1,0,0,2.9356943150046595,High
2270,18,70,35,230,14,3,5,1,0,1,0.6913580246913579,Low
